a_a_fredericks	location	louisiana
a_a_milne	nationality	england
a_a_milne	place_of_birth	hampstead
a_b_frost	gender	male
a_b_frost	location	philadelphia
a_b_frost	nationality	united_states
a_b_frost	profession	artist
a_baldwin_wood	institution	tulane_university
a_c_benson	institution	magdalene_college_cambridge
a_c_benson	nationality	england
a_c_bhaktivedanta_swami_prabhupada	location	vrindavan
a_c_bhaktivedanta_swami_prabhupada	place_of_death	vrindavan
a_c_gibbs	place_of_death	london
a_david_mazzone	place_of_death	wakefield_massachusetts
a_e_housman	nationality	england
a_e_j_collins	nationality	england
a_e_matthews	nationality	england
a_e_w_mason	nationality	england
a_e_w_mason	place_of_birth	london
a_edward_sutherland	place_of_birth	london
a_g_macdonell	institution	winchester_college
a_h_mackmurdo	gender	male
a_h_mackmurdo	nationality	england
a_h_mackmurdo	profession	architect
a_harry_moore	gender	male
a_harry_moore	institution	rutgers_university
a_harry_moore	nationality	united_states
a_harry_moore	place_of_birth	jersey_city
a_j_casson	gender	male
a_j_casson	location	toronto
a_j_casson	nationality	canada
a_j_casson	profession	artist
a_j_cronin	location	london
a_j_p_taylor	nationality	england
a_j_p_taylor	place_of_death	london
a_jeff_mclemore	place_of_birth	spring_hill_tennessee
a_k_faezul_huq	parents	a_k_fazlul_huq
a_k_fazlul_huq	children	a_k_faezul_huq
a_k_fazlul_huq	institution	presidency_college_kolkata
a_k_fazlul_huq	nationality	bangladesh
a_k_fazlul_huq	nationality	india
a_k_fazlul_huq	nationality	pakistan
a_k_fazlul_huq	place_of_birth	british_raj
a_k_fazlul_huq	place_of_death	dhaka
a_k_fazlul_huq	profession	politician
a_l_rowse	institution	christ_church_oxford
a_m_rosenthal	cause_of_death	stroke
a_m_rosenthal	ethnicity	jew
a_m_rosenthal	gender	male
a_m_rosenthal	location	sault_ste_marie_ontario
a_m_rosenthal	nationality	canada
a_m_rosenthal	nationality	kingdom_of_prussia
a_m_rosenthal	nationality	united_states
a_m_rosenthal	place_of_birth	sault_ste_marie_ontario
a_m_rosenthal	place_of_death	new_york
a_m_rosenthal	profession	historian
a_m_rosenthal	profession	journalist
a_m_rosenthal	profession	writer
a_m_sullivan_1896	location	oxford
a_m_sullivan_1896	location	st_albans_queens
a_n_hornby	institution	harrow_school
a_n_hornby	nationality	england
a_n_hornby	place_of_birth	blackburn
a_p_hill	place_of_death	petersburg
a_peter_dewey	place_of_death	ho_chi_minh_city
a_philip_randolph	place_of_death	new_york
a_w_tillinghast	gender	male
a_w_tillinghast	place_of_birth	philadelphia
a_w_tillinghast	place_of_death	toledo_ohio
a_w_tillinghast	profession	architect
aage_fonss	gender	male
aage_fonss	nationality	denmark
aage_fonss	place_of_birth	aarhus
aage_fonss	profession	actor
aage_fonss	profession	singer
aage_haugland	gender	male
aage_haugland	place_of_birth	copenhagen
aage_haugland	profession	singer
aarne_arvonen	gender	male
aarne_arvonen	location	helsinki
aarne_arvonen	location	jarvenpaa
aarne_arvonen	place_of_birth	helsinki
aarne_arvonen	place_of_death	jarvenpaa
aarno_ruusuvuori	location	kuopio
aaron_alexandre	gender	male
aaron_alexandre	nationality	germany
aaron_alexandre	nationality	united_kingdom
aaron_ben_elijah	gender	male
aaron_ben_elijah	place_of_birth	nicomedia
aaron_ben_elijah	place_of_death	constantinople
